probe_name	type	description
Device	n/a	Rats were implanted with silicon probes in the prefrontal cortex, layer 2/3 or layer 5 (anteroposterior = 3.0–4.4 mm, medio-lateral = 0.5 mm). The recording silicon probe was attached to a micromanipulator and moved gradually to its desired depth position. The probe consisted of eight shanks (200-μm shank separation) and each shank had eight recording sites (160 μm2 each site; 1–3 MΩ impedance), staggered to provide a two-dimensional arrangement (20-μm vertical separation).
